Datum,Wert,Einheit
29.09. 16:45,2.25,kW
29.09. 17:00,1.84,kW
29.09. 17:15,1.41,kW
29.09. 17:30,1.02,kW
29.09. 17:45,0.4,kW
29.09. 18:00,0.28,kW
29.09. 18:15,0.14,kW
29.09. 18:30,0.09,kW
29.09. 18:45,0.04,kW
29.09. 19:00,0.01,kW
29.09. 19:15,0.0,kW
29.09. 19:30,0.0,kW
29.09. 19:45,0.0,kW
29.09. 20:00,0.0,kW
29.09. 20:15,0.0,kW
29.09. 20:30,0.0,kW
29.09. 20:45,0.0,kW
29.09. 21:00,0.0,kW
29.09. 21:15,0.0,kW
29.09. 21:30,0.0,kW
29.09. 21:45,0.0,kW
29.09. 22:00,0.0,kW
29.09. 22:15,0.0,kW
29.09. 22:30,0.0,kW
29.09. 22:45,0.0,kW
29.09. 23:00,0.0,kW
29.09. 23:15,0.0,kW
29.09. 23:30,0.0,kW
29.09. 23:45,0.0,kW
30.09. 00:00,0.0,kW
30.09. 00:15,0.0,kW
30.09. 00:30,0.0,kW
30.09. 00:45,0.0,kW
30.09. 01:00,0.0,kW
30.09. 01:15,0.0,kW
30.09. 01:30,0.0,kW
30.09. 01:45,0.0,kW
30.09. 02:00,0.0,kW
30.09. 02:15,0.0,kW
30.09. 02:30,0.0,kW
30.09. 02:45,0.0,kW
30.09. 03:00,0.0,kW
30.09. 03:15,0.0,kW
30.09. 03:30,0.0,kW
30.09. 03:45,0.0,kW
30.09. 04:00,0.0,kW
30.09. 04:15,0.0,kW
30.09. 04:30,0.0,kW
30.09. 04:45,0.0,kW
30.09. 05:00,0.0,kW
30.09. 05:15,0.0,kW
30.09. 05:30,0.0,kW
30.09. 05:45,0.0,kW
30.09. 06:00,0.0,kW
30.09. 06:15,0.0,kW
30.09. 06:30,0.0,kW
30.09. 06:45,0.0,kW
30.09. 07:00,0.0,kW
30.09. 07:15,0.0,kW
30.09. 07:30,0.0,kW
30.09. 07:45,0.0,kW
30.09. 08:00,0.12,kW
30.09. 08:15,0.32,kW
30.09. 08:30,0.37,kW
30.09. 08:45,0.4,kW
30.09. 09:00,0.58,kW
30.09. 09:15,1.0,kW
30.09. 09:30,1.33,kW
30.09. 09:45,1.4,kW
30.09. 10:00,1.56,kW
30.09. 10:15,2.39,kW
30.09. 10:30,4.07,kW
30.09. 10:45,3.32,kW
30.09. 11:00,3.21,kW
30.09. 11:15,2.71,kW
30.09. 11:30,2.75,kW
30.09. 11:45,3.48,kW
30.09. 12:00,3.82,kW
30.09. 12:15,3.86,kW
30.09. 12:30,6.15,kW
30.09. 12:45,4.16,kW
30.09. 13:00,4.52,kW
30.09. 13:15,5.52,kW
30.09. 13:30,8.01,kW
30.09. 13:45,4.59,kW
30.09. 14:00,7.92,kW
30.09. 14:15,7.62,kW
30.09. 14:30,7.41,kW
30.09. 14:45,5.91,kW
30.09. 15:00,1.66,kW
30.09. 15:15,6.6,kW
30.09. 15:30,7.33,kW
30.09. 15:45,7.12,kW
30.09. 16:00,6.71,kW
30.09. 16:15,4.16,kW
30.09. 16:30,2.14,kW
30.09. 16:45,3.51,kW
30.09. 17:00,3.27,kW
30.09. 17:15,1.94,kW
30.09. 17:30,1.97,kW
30.09. 17:45,0.86,kW
30.09. 18:00,0.35,kW
30.09. 18:15,0.54,kW
30.09. 18:30,0.28,kW
30.09. 18:45,0.18,kW
30.09. 19:00,0.08,kW
30.09. 19:15,0.04,kW
30.09. 19:30,0.0,kW
30.09. 19:45,0.0,kW
30.09. 20:00,0.0,kW
30.09. 20:15,0.0,kW
30.09. 20:30,0.0,kW
30.09. 20:45,0.0,kW
30.09. 21:00,0.0,kW
30.09. 21:15,0.0,kW
30.09. 21:30,0.0,kW
30.09. 21:45,0.0,kW
30.09. 22:00,0.0,kW
30.09. 22:15,0.0,kW
30.09. 22:30,0.0,kW
30.09. 22:45,0.0,kW
30.09. 23:00,0.0,kW
30.09. 23:15,0.0,kW
30.09. 23:30,0.0,kW
30.09. 23:45,0.0,kW
01.10. 00:00,0.0,kW
01.10. 00:15,0.0,kW
01.10. 00:30,0.0,kW
01.10. 00:45,0.0,kW
01.10. 01:00,0.0,kW
01.10. 01:15,0.0,kW
01.10. 01:30,0.0,kW
01.10. 01:45,0.0,kW
01.10. 02:00,0.0,kW
01.10. 02:15,0.0,kW
01.10. 02:30,0.0,kW
01.10. 02:45,0.0,kW
01.10. 03:00,0.0,kW
01.10. 03:15,0.0,kW
01.10. 03:30,0.0,kW
01.10. 03:45,0.0,kW
01.10. 04:00,0.0,kW
01.10. 04:15,0.0,kW
01.10. 04:30,0.0,kW
01.10. 04:45,0.0,kW
01.10. 05:00,0.0,kW
01.10. 05:15,0.0,kW
01.10. 05:30,0.0,kW
01.10. 05:45,0.0,kW
01.10. 06:00,0.0,kW
01.10. 06:15,0.0,kW
01.10. 06:30,0.0,kW
01.10. 06:45,0.0,kW
01.10. 07:00,0.0,kW
01.10. 07:15,0.0,kW
01.10. 07:30,0.0,kW
01.10. 07:45,0.0,kW
01.10. 08:00,0.0,kW
01.10. 08:15,0.0,kW
01.10. 08:30,0.0,kW
01.10. 08:45,0.09,kW
01.10. 09:00,0.14,kW
01.10. 09:15,0.23,kW
01.10. 09:30,0.32,kW
01.10. 09:45,0.37,kW
01.10. 10:00,0.41,kW
01.10. 10:15,0.5,kW
01.10. 10:30,0.48,kW
01.10. 10:45,0.57,kW
01.10. 11:00,0.42,kW
01.10. 11:15,0.38,kW
01.10. 11:30,0.5,kW
01.10. 11:45,0.43,kW
01.10. 12:00,0.78,kW
01.10. 12:15,1.66,kW
01.10. 12:30,1.44,kW
01.10. 12:45,1.93,kW
01.10. 13:00,1.96,kW
01.10. 13:15,1.46,kW
01.10. 13:30,1.3,kW
01.10. 13:45,1.07,kW
01.10. 14:00,1.46,kW
01.10. 14:15,1.79,kW
01.10. 14:30,1.31,kW
01.10. 14:45,1.57,kW
01.10. 15:00,2.25,kW
01.10. 15:15,4.35,kW
01.10. 15:30,2.31,kW
01.10. 15:45,3.07,kW
01.10. 16:00,3.24,kW
01.10. 16:15,4.79,kW
01.10. 16:30,2.53,kW
01.10. 16:45,3.11,kW
01.10. 17:00,1.5,kW
01.10. 17:15,1.52,kW
01.10. 17:30,1.04,kW
01.10. 17:45,0.37,kW
01.10. 18:00,0.33,kW
01.10. 18:15,0.23,kW
01.10. 18:30,0.08,kW
01.10. 18:45,0.06,kW
01.10. 19:00,0.03,kW
01.10. 19:15,0.0,kW
01.10. 19:30,0.0,kW
01.10. 19:45,0.0,kW
01.10. 20:00,0.0,kW
01.10. 20:15,0.0,kW
01.10. 20:30,0.0,kW
01.10. 20:45,0.0,kW
01.10. 21:00,0.0,kW
01.10. 21:15,0.0,kW
01.10. 21:30,0.0,kW
01.10. 21:45,0.0,kW
01.10. 22:00,0.0,kW
01.10. 22:15,0.0,kW
01.10. 22:30,0.0,kW
01.10. 22:45,0.0,kW
01.10. 23:00,0.0,kW
01.10. 23:15,0.0,kW
01.10. 23:30,0.0,kW
01.10. 23:45,0.0,kW
02.10. 00:00,0.0,kW
02.10. 00:15,0.0,kW
02.10. 00:30,0.0,kW
02.10. 00:45,0.0,kW
02.10. 01:00,0.0,kW
02.10. 01:15,0.0,kW
02.10. 01:30,0.0,kW
02.10. 01:45,0.0,kW
02.10. 02:00,0.0,kW
02.10. 02:15,0.0,kW
02.10. 02:30,0.0,kW
02.10. 02:45,0.0,kW
02.10. 03:00,0.0,kW
02.10. 03:15,0.0,kW
02.10. 03:30,0.0,kW
02.10. 03:45,0.0,kW
02.10. 04:00,0.0,kW
02.10. 04:15,0.0,kW
02.10. 04:30,0.0,kW
02.10. 04:45,0.0,kW
02.10. 05:00,0.0,kW
02.10. 05:15,0.0,kW
02.10. 05:30,0.0,kW
02.10. 05:45,0.0,kW
02.10. 06:00,0.0,kW
02.10. 06:15,0.0,kW
02.10. 06:30,0.0,kW
02.10. 06:45,0.0,kW
02.10. 07:00,0.0,kW
02.10. 07:15,0.0,kW
02.10. 07:30,0.0,kW
02.10. 07:45,0.0,kW
02.10. 08:00,0.0,kW
02.10. 08:15,0.0,kW
02.10. 08:30,0.0,kW
02.10. 08:45,0.0,kW
02.10. 09:00,0.08,kW
02.10. 09:15,0.15,kW
02.10. 09:30,0.23,kW
02.10. 09:45,0.27,kW
02.10. 10:00,0.22,kW
02.10. 10:15,0.17,kW
02.10. 10:30,0.09,kW
02.10. 10:45,0.23,kW
02.10. 11:00,0.37,kW
02.10. 11:15,0.61,kW
02.10. 11:30,0.77,kW
02.10. 11:45,0.41,kW
02.10. 12:00,0.47,kW
02.10. 12:15,0.47,kW
02.10. 12:30,0.72,kW
02.10. 12:45,0.6,kW
02.10. 13:00,0.6,kW
02.10. 13:15,0.95,kW
02.10. 13:30,1.02,kW
02.10. 13:45,1.46,kW
02.10. 14:00,1.8,kW
02.10. 14:15,1.48,kW
02.10. 14:30,1.46,kW
02.10. 14:45,0.94,kW
02.10. 15:00,1.16,kW
02.10. 15:15,1.04,kW
02.10. 15:30,0.36,kW
02.10. 15:45,0.19,kW
02.10. 16:00,0.56,kW
02.10. 16:15,0.79,kW
02.10. 16:30,0.43,kW
02.10. 16:45,0.24,kW
02.10. 17:00,0.17,kW
02.10. 17:15,0.16,kW
02.10. 17:30,0.08,kW
02.10. 17:45,0.09,kW
02.10. 18:00,0.08,kW
02.10. 18:15,0.04,kW
02.10. 18:30,0.02,kW
02.10. 18:45,0.02,kW
02.10. 19:00,0.0,kW
02.10. 19:15,0.0,kW
02.10. 19:30,0.0,kW
02.10. 19:45,0.0,kW
02.10. 20:00,0.0,kW
02.10. 20:15,0.0,kW
02.10. 20:30,0.0,kW
02.10. 20:45,0.0,kW
02.10. 21:00,0.0,kW
02.10. 21:15,0.0,kW
02.10. 21:30,0.0,kW
02.10. 21:45,0.0,kW
02.10. 22:00,0.0,kW
02.10. 22:15,0.0,kW
02.10. 22:30,0.0,kW
02.10. 22:45,0.0,kW
02.10. 23:00,0.0,kW
02.10. 23:15,0.0,kW
02.10. 23:30,0.0,kW
02.10. 23:45,0.0,kW
03.10. 00:00,0.0,kW
03.10. 00:15,0.0,kW
03.10. 00:30,0.0,kW
03.10. 00:45,0.0,kW
03.10. 01:00,0.0,kW
03.10. 01:15,0.0,kW
03.10. 01:30,0.0,kW
03.10. 01:45,0.0,kW
03.10. 02:00,0.0,kW
03.10. 02:15,0.0,kW
03.10. 02:30,0.0,kW
03.10. 02:45,0.0,kW
03.10. 03:00,0.0,kW
03.10. 03:15,0.0,kW
03.10. 03:30,0.0,kW
03.10. 03:45,0.0,kW
03.10. 04:00,0.0,kW
03.10. 04:15,0.0,kW
03.10. 04:30,0.0,kW
03.10. 04:45,0.0,kW
03.10. 05:00,0.0,kW
03.10. 05:15,0.0,kW
03.10. 05:30,0.0,kW
03.10. 05:45,0.0,kW
03.10. 06:00,0.0,kW
03.10. 06:15,0.0,kW
03.10. 06:30,0.0,kW
03.10. 06:45,0.0,kW
03.10. 07:00,0.0,kW
03.10. 07:15,0.0,kW
03.10. 07:30,0.0,kW
03.10. 07:45,0.0,kW
03.10. 08:00,0.03,kW
03.10. 08:15,0.17,kW
03.10. 08:30,0.28,kW
03.10. 08:45,0.39,kW
03.10. 09:00,0.59,kW
03.10. 09:15,0.74,kW
03.10. 09:30,1.16,kW
03.10. 09:45,1.14,kW
03.10. 10:00,0.94,kW
03.10. 10:15,1.51,kW
03.10. 10:30,2.93,kW
03.10. 10:45,1.64,kW
03.10. 11:00,2.22,kW
03.10. 11:15,1.93,kW
03.10. 11:30,2.38,kW
03.10. 11:45,2.35,kW
03.10. 12:00,5.54,kW
03.10. 12:15,5.81,kW
03.10. 12:30,7.68,kW
03.10. 12:45,7.97,kW
03.10. 13:00,7.38,kW
03.10. 13:15,4.26,kW
03.10. 13:30,1.92,kW
03.10. 13:45,1.94,kW
03.10. 14:00,3.4,kW
03.10. 14:15,7.65,kW
03.10. 14:30,7.11,kW
03.10. 14:45,4.12,kW
03.10. 15:00,1.68,kW
03.10. 15:15,1.76,kW
03.10. 15:30,2.36,kW
03.10. 15:45,6.17,kW
03.10. 16:00,7.19,kW
03.10. 16:15,5.71,kW
03.10. 16:30,1.38,kW
03.10. 16:45,1.37,kW
03.10. 17:00,1.57,kW
03.10. 17:15,1.9,kW
03.10. 17:30,0.74,kW
03.10. 17:45,0.61,kW
03.10. 18:00,0.58,kW
03.10. 18:15,0.66,kW
03.10. 18:30,0.48,kW
03.10. 18:45,0.19,kW
03.10. 19:00,0.06,kW
03.10. 19:15,0.01,kW
03.10. 19:30,0.0,kW
03.10. 19:45,0.0,kW
03.10. 20:00,0.0,kW
03.10. 20:15,0.0,kW
03.10. 20:30,0.0,kW
03.10. 20:45,0.0,kW
03.10. 21:00,0.0,kW
03.10. 21:15,0.0,kW
03.10. 21:30,0.0,kW
03.10. 21:45,0.0,kW
03.10. 22:00,0.0,kW
03.10. 22:15,0.0,kW
03.10. 22:30,0.0,kW
03.10. 22:45,0.0,kW
03.10. 23:00,0.0,kW
03.10. 23:15,0.0,kW
03.10. 23:30,0.0,kW
03.10. 23:45,0.0,kW
04.10. 00:00,0.0,kW
04.10. 00:15,0.0,kW
04.10. 00:30,0.0,kW
04.10. 00:45,0.0,kW
04.10. 01:00,0.0,kW
04.10. 01:15,0.0,kW
04.10. 01:30,0.0,kW
04.10. 01:45,0.0,kW
04.10. 02:00,0.0,kW
04.10. 02:15,0.0,kW
04.10. 02:30,0.0,kW
04.10. 02:45,0.0,kW
04.10. 03:00,0.0,kW
04.10. 03:15,0.0,kW
04.10. 03:30,0.0,kW
04.10. 03:45,0.0,kW
04.10. 04:00,0.0,kW
04.10. 04:15,0.0,kW
04.10. 04:30,0.0,kW
04.10. 04:45,0.0,kW
04.10. 05:00,0.0,kW
04.10. 05:15,0.0,kW
04.10. 05:30,0.0,kW
04.10. 05:45,0.0,kW
04.10. 06:00,0.0,kW
04.10. 06:15,0.0,kW
04.10. 06:30,0.0,kW
04.10. 06:45,0.0,kW
04.10. 07:00,0.0,kW
04.10. 07:15,0.0,kW
04.10. 07:30,0.0,kW
04.10. 07:45,0.0,kW
04.10. 08:00,0.04,kW
04.10. 08:15,0.22,kW
04.10. 08:30,0.35,kW
04.10. 08:45,0.41,kW
04.10. 09:00,0.46,kW
04.10. 09:15,0.58,kW
04.10. 09:30,0.92,kW
04.10. 09:45,1.22,kW
04.10. 10:00,1.17,kW
04.10. 10:15,1.48,kW
04.10. 10:30,2.41,kW
04.10. 10:45,3.16,kW
04.10. 11:00,3.17,kW
04.10. 11:15,2.74,kW
04.10. 11:30,3.21,kW
04.10. 11:45,6.15,kW
04.10. 12:00,6.8,kW
04.10. 12:15,6.68,kW
04.10. 12:30,6.8,kW
04.10. 12:45,6.81,kW
04.10. 13:00,7.38,kW
04.10. 13:15,4.69,kW
04.10. 13:30,6.89,kW
04.10. 13:45,7.29,kW
04.10. 14:00,7.07,kW
04.10. 14:15,6.96,kW
04.10. 14:30,7.18,kW
04.10. 14:45,6.98,kW
04.10. 15:00,6.78,kW
04.10. 15:15,6.56,kW
04.10. 15:30,6.3,kW
04.10. 15:45,6.0,kW
04.10. 16:00,5.71,kW
04.10. 16:15,5.33,kW
04.10. 16:30,4.93,kW
04.10. 16:45,4.49,kW
04.10. 17:00,3.89,kW
04.10. 17:15,2.07,kW
04.10. 17:30,0.47,kW
04.10. 17:45,0.41,kW
04.10. 18:00,0.49,kW
04.10. 18:15,0.41,kW
04.10. 18:30,0.2,kW
04.10. 18:45,0.11,kW
04.10. 19:00,0.04,kW
04.10. 19:15,0.01,kW
04.10. 19:30,0.0,kW
04.10. 19:45,0.0,kW
04.10. 20:00,0.0,kW
04.10. 20:15,0.0,kW
04.10. 20:30,0.0,kW
04.10. 20:45,0.0,kW
04.10. 21:00,0.0,kW
04.10. 21:15,0.0,kW
04.10. 21:30,0.0,kW
04.10. 21:45,0.0,kW
04.10. 22:00,0.0,kW
04.10. 22:15,0.0,kW
04.10. 22:30,0.0,kW
04.10. 22:45,0.0,kW
04.10. 23:00,0.0,kW
04.10. 23:15,0.0,kW
04.10. 23:30,0.0,kW
04.10. 23:45,0.0,kW
05.10. 00:00,0.0,kW
05.10. 00:15,0.0,kW
05.10. 00:30,0.0,kW
05.10. 00:45,0.0,kW
05.10. 01:00,0.0,kW
05.10. 01:15,0.0,kW
05.10. 01:30,0.0,kW
05.10. 01:45,0.0,kW
05.10. 02:00,0.0,kW
05.10. 02:15,0.0,kW
05.10. 02:30,0.0,kW
05.10. 02:45,0.0,kW
05.10. 03:00,0.0,kW
05.10. 03:15,0.0,kW
05.10. 03:30,0.0,kW
05.10. 03:45,0.0,kW
05.10. 04:00,0.0,kW
05.10. 04:15,0.0,kW
05.10. 04:30,0.0,kW
05.10. 04:45,0.0,kW
05.10. 05:00,0.0,kW
05.10. 05:15,0.0,kW
05.10. 05:30,0.0,kW
05.10. 05:45,0.0,kW
05.10. 06:00,0.0,kW
05.10. 06:15,0.0,kW
05.10. 06:30,0.0,kW
05.10. 06:45,0.0,kW
05.10. 07:00,0.0,kW
05.10. 07:15,0.0,kW
05.10. 07:30,0.0,kW
05.10. 07:45,0.0,kW
05.10. 08:00,0.07,kW
05.10. 08:15,0.16,kW
05.10. 08:30,0.25,kW
05.10. 08:45,0.27,kW
05.10. 09:00,0.29,kW
05.10. 09:15,0.32,kW
05.10. 09:30,0.38,kW
05.10. 09:45,0.47,kW
05.10. 10:00,0.62,kW
05.10. 10:15,1.47,kW
05.10. 10:30,3.03,kW
05.10. 10:45,4.6,kW
05.10. 11:00,5.26,kW
05.10. 11:15,5.74,kW
05.10. 11:30,5.93,kW
05.10. 11:45,6.39,kW
05.10. 12:00,6.24,kW
05.10. 12:15,6.76,kW
05.10. 12:30,6.68,kW
05.10. 12:45,7.27,kW
05.10. 13:00,7.18,kW
05.10. 13:15,7.27,kW
05.10. 13:30,7.16,kW
05.10. 13:45,7.42,kW
05.10. 14:00,7.41,kW
05.10. 14:15,7.12,kW
05.10. 14:30,6.71,kW
05.10. 14:45,6.92,kW
05.10. 15:00,6.84,kW
05.10. 15:15,6.37,kW
05.10. 15:30,6.13,kW
05.10. 15:45,6.03,kW
05.10. 16:00,5.15,kW
05.10. 16:15,5.1,kW
05.10. 16:30,4.75,kW
05.10. 16:45,4.36,kW
05.10. 17:00,3.73,kW
05.10. 17:15,2.2,kW
05.10. 17:30,0.61,kW
05.10. 17:45,0.5,kW
05.10. 18:00,0.5,kW
05.10. 18:15,0.56,kW
05.10. 18:30,0.29,kW
05.10. 18:45,0.16,kW
05.10. 19:00,0.05,kW
05.10. 19:15,0.01,kW
05.10. 19:30,0.0,kW
05.10. 19:45,0.0,kW
05.10. 20:00,0.0,kW
05.10. 20:15,0.0,kW
05.10. 20:30,0.0,kW
05.10. 20:45,0.0,kW
05.10. 21:00,0.0,kW
05.10. 21:15,0.0,kW
05.10. 21:30,0.0,kW
05.10. 21:45,0.0,kW
05.10. 22:00,0.0,kW
05.10. 22:15,0.0,kW
05.10. 22:30,0.0,kW
05.10. 22:45,0.0,kW
05.10. 23:00,0.0,kW
05.10. 23:15,0.0,kW
05.10. 23:30,0.0,kW
05.10. 23:45,0.0,kW
06.10. 00:00,0.0,kW
06.10. 00:15,0.0,kW
06.10. 00:30,0.0,kW
06.10. 00:45,0.0,kW
06.10. 01:00,0.0,kW
06.10. 01:15,0.0,kW
06.10. 01:30,0.0,kW
06.10. 01:45,0.0,kW
06.10. 02:00,0.0,kW
06.10. 02:15,0.0,kW
06.10. 02:30,0.0,kW
06.10. 02:45,0.0,kW
06.10. 03:00,0.0,kW
06.10. 03:15,0.0,kW
06.10. 03:30,0.0,kW
06.10. 03:45,0.0,kW
06.10. 04:00,0.0,kW
06.10. 04:15,0.0,kW
06.10. 04:30,0.0,kW
06.10. 04:45,0.0,kW
06.10. 05:00,0.0,kW
06.10. 05:15,0.0,kW
06.10. 05:30,0.0,kW
06.10. 05:45,0.0,kW
06.10. 06:00,0.0,kW
06.10. 06:15,0.0,kW
06.10. 06:30,0.0,kW
06.10. 06:45,0.0,kW
06.10. 07:00,0.0,kW
06.10. 07:15,0.0,kW
06.10. 07:30,0.0,kW
06.10. 07:45,0.0,kW
06.10. 08:00,0.0,kW
06.10. 08:15,0.11,kW
06.10. 08:30,0.09,kW
06.10. 08:45,0.18,kW
06.10. 09:00,0.32,kW
06.10. 09:15,0.67,kW
06.10. 09:30,1.18,kW
06.10. 09:45,1.45,kW
06.10. 10:00,1.45,kW
06.10. 10:15,1.71,kW
06.10. 10:30,2.16,kW
06.10. 10:45,2.48,kW
06.10. 11:00,5.22,kW
06.10. 11:15,5.67,kW
06.10. 11:30,4.9,kW
06.10. 11:45,6.54,kW
06.10. 12:00,6.68,kW
06.10. 12:15,6.34,kW
06.10. 12:30,5.39,kW
06.10. 12:45,4.15,kW
06.10. 13:00,4.25,kW
06.10. 13:15,8.42,kW
06.10. 13:30,5.93,kW
06.10. 13:45,5.07,kW
06.10. 14:00,3.77,kW
06.10. 14:15,6.23,kW
06.10. 14:30,6.95,kW
06.10. 14:45,5.85,kW
06.10. 15:00,5.04,kW
06.10. 15:15,5.0,kW
06.10. 15:30,5.81,kW
06.10. 15:45,5.69,kW
06.10. 16:00,4.74,kW
06.10. 16:15,5.1,kW
06.10. 16:30,3.94,kW
06.10. 16:45,3.32,kW
06.10. 17:00,2.71,kW
06.10. 17:15,1.44,kW
06.10. 17:30,1.04,kW
06.10. 17:45,0.7,kW
06.10. 18:00,0.56,kW
06.10. 18:15,0.44,kW
06.10. 18:30,0.27,kW
06.10. 18:45,0.14,kW
06.10. 19:00,0.06,kW
06.10. 19:15,0.01,kW
06.10. 19:30,0.0,kW
06.10. 19:45,0.0,kW
06.10. 20:00,0.0,kW
06.10. 20:15,0.0,kW
06.10. 20:30,0.0,kW
06.10. 20:45,0.0,kW
06.10. 21:00,0.0,kW
06.10. 21:15,0.0,kW
06.10. 21:30,0.0,kW
06.10. 21:45,0.0,kW
06.10. 22:00,0.0,kW
06.10. 22:15,0.0,kW
06.10. 22:30,0.0,kW
06.10. 22:45,0.0,kW
06.10. 23:00,0.0,kW
06.10. 23:15,0.0,kW
06.10. 23:30,0.0,kW
06.10. 23:45,0.0,kW
07.10. 00:00,0.0,kW
07.10. 00:15,0.0,kW
07.10. 00:30,0.0,kW
07.10. 00:45,0.0,kW
07.10. 01:00,0.0,kW
07.10. 01:15,0.0,kW
07.10. 01:30,0.0,kW
07.10. 01:45,0.0,kW
07.10. 02:00,0.0,kW
07.10. 02:15,0.0,kW
07.10. 02:30,0.0,kW
07.10. 02:45,0.0,kW
07.10. 03:00,0.0,kW
07.10. 03:15,0.0,kW
07.10. 03:30,0.0,kW
07.10. 03:45,0.0,kW
07.10. 04:00,0.0,kW
07.10. 04:15,0.0,kW
07.10. 04:30,0.0,kW
07.10. 04:45,0.0,kW
07.10. 05:00,0.0,kW
07.10. 05:15,0.0,kW
07.10. 05:30,0.0,kW
07.10. 05:45,0.0,kW
07.10. 06:00,0.0,kW
07.10. 06:15,0.0,kW
07.10. 06:30,0.0,kW
07.10. 06:45,0.0,kW
07.10. 07:00,0.0,kW
07.10. 07:15,0.0,kW
07.10. 07:30,0.0,kW
07.10. 07:45,0.0,kW
07.10. 08:00,0.0,kW
07.10. 08:15,0.12,kW
07.10. 08:30,0.26,kW
07.10. 08:45,0.39,kW
07.10. 09:00,0.53,kW
07.10. 09:15,0.54,kW
07.10. 09:30,0.67,kW
07.10. 09:45,0.9,kW
07.10. 10:00,1.02,kW
07.10. 10:15,1.45,kW
07.10. 10:30,1.65,kW
07.10. 10:45,1.72,kW
07.10. 11:00,2.6,kW
07.10. 11:15,3.44,kW
07.10. 11:30,4.37,kW
07.10. 11:45,5.81,kW
07.10. 12:00,5.07,kW
07.10. 12:15,4.74,kW
07.10. 12:30,5.65,kW
07.10. 12:45,5.34,kW
07.10. 13:00,5.0,kW
07.10. 13:15,3.92,kW
07.10. 13:30,4.42,kW
07.10. 13:45,4.02,kW
07.10. 14:00,3.59,kW
07.10. 14:15,5.88,kW
07.10. 14:30,5.02,kW
07.10. 14:45,3.35,kW
07.10. 15:00,3.37,kW
07.10. 15:15,3.56,kW
07.10. 15:30,5.09,kW
07.10. 15:45,4.03,kW
07.10. 16:00,4.14,kW
07.10. 16:15,4.61,kW
07.10. 16:30,4.25,kW
07.10. 16:45,3.38,kW
07.10. 17:00,1.59,kW
07.10. 17:15,1.18,kW
07.10. 17:30,1.32,kW
07.10. 17:45,1.29,kW
07.10. 18:00,0.81,kW
07.10. 18:15,0.35,kW
07.10. 18:30,0.19,kW
07.10. 18:45,0.08,kW
07.10. 19:00,0.02,kW
07.10. 19:15,0.0,kW
07.10. 19:30,0.0,kW
07.10. 19:45,0.0,kW
07.10. 20:00,0.0,kW
07.10. 20:15,0.0,kW
07.10. 20:30,0.0,kW
07.10. 20:45,0.0,kW
07.10. 21:00,0.0,kW
07.10. 21:15,0.0,kW
07.10. 21:30,0.0,kW
07.10. 21:45,0.0,kW
07.10. 22:00,0.0,kW
07.10. 22:15,0.0,kW
07.10. 22:30,0.0,kW
07.10. 22:45,0.0,kW
07.10. 23:00,0.0,kW
07.10. 23:15,0.0,kW
07.10. 23:30,0.0,kW
07.10. 23:45,0.0,kW
08.10. 00:00,0.0,kW
08.10. 00:15,0.0,kW
08.10. 00:30,0.0,kW
08.10. 00:45,0.0,kW
08.10. 01:00,0.0,kW
08.10. 01:15,0.0,kW
08.10. 01:30,0.0,kW
08.10. 01:45,0.0,kW
08.10. 02:00,0.0,kW
08.10. 02:15,0.0,kW
08.10. 02:30,0.0,kW
08.10. 02:45,0.0,kW
08.10. 03:00,0.0,kW
08.10. 03:15,0.0,kW
08.10. 03:30,0.0,kW
08.10. 03:45,0.0,kW
08.10. 04:00,0.0,kW
08.10. 04:15,0.0,kW
08.10. 04:30,0.0,kW
08.10. 04:45,0.0,kW
08.10. 05:00,0.0,kW
08.10. 05:15,0.0,kW
08.10. 05:30,0.0,kW
08.10. 05:45,0.0,kW
08.10. 06:00,0.0,kW
08.10. 06:15,0.0,kW
08.10. 06:30,0.0,kW
08.10. 06:45,0.0,kW
08.10. 07:00,0.0,kW
08.10. 07:15,0.0,kW
08.10. 07:30,0.0,kW
08.10. 07:45,0.0,kW
08.10. 08:00,0.0,kW
08.10. 08:15,0.06,kW
08.10. 08:30,0.25,kW
08.10. 08:45,0.38,kW
08.10. 09:00,0.48,kW
08.10. 09:15,0.58,kW
08.10. 09:30,0.56,kW
08.10. 09:45,0.64,kW
08.10. 10:00,1.04,kW
08.10. 10:15,1.3,kW
08.10. 10:30,2.39,kW
08.10. 10:45,2.07,kW
08.10. 11:00,3.24,kW
08.10. 11:15,4.65,kW
08.10. 11:30,3.81,kW
08.10. 11:45,5.72,kW
08.10. 12:00,5.71,kW
08.10. 12:15,6.19,kW
08.10. 12:30,6.14,kW
08.10. 12:45,6.95,kW
08.10. 13:00,6.21,kW
08.10. 13:15,7.23,kW
08.10. 13:30,5.76,kW
08.10. 13:45,3.21,kW
08.10. 14:00,2.43,kW
08.10. 14:15,2.72,kW
08.10. 14:30,2.35,kW
08.10. 14:45,2.65,kW
08.10. 15:00,1.82,kW
08.10. 15:15,5.12,kW
08.10. 15:30,2.85,kW
08.10. 15:45,2.98,kW
08.10. 16:00,6.64,kW
08.10. 16:15,5.59,kW
08.10. 16:30,4.14,kW
08.10. 16:45,2.85,kW
08.10. 17:00,2.77,kW
08.10. 17:15,1.22,kW
08.10. 17:30,0.59,kW
08.10. 17:45,0.51,kW
08.10. 18:00,0.45,kW
08.10. 18:15,0.27,kW
08.10. 18:30,0.21,kW
08.10. 18:45,0.08,kW
08.10. 19:00,0.02,kW
