Datum,Wert,Einheit
24.08. 06:45,0.0,kW
24.08. 07:00,0.03,kW
24.08. 07:15,0.12,kW
24.08. 07:30,0.19,kW
24.08. 07:45,0.25,kW
24.08. 08:00,0.29,kW
24.08. 08:15,0.35,kW
24.08. 08:30,0.46,kW
24.08. 08:45,0.57,kW
24.08. 09:00,0.61,kW
24.08. 09:15,0.74,kW
24.08. 09:30,0.96,kW
24.08. 09:45,1.61,kW
24.08. 10:00,2.67,kW
24.08. 10:15,3.67,kW
24.08. 10:30,4.63,kW
24.08. 10:45,5.52,kW
24.08. 11:00,6.06,kW
24.08. 11:15,6.41,kW
24.08. 11:30,6.64,kW
24.08. 11:45,6.93,kW
24.08. 12:00,7.2,kW
24.08. 12:15,7.31,kW
24.08. 12:30,7.65,kW
24.08. 12:45,7.87,kW
24.08. 13:00,8.24,kW
24.08. 13:15,8.36,kW
24.08. 13:30,8.33,kW
24.08. 13:45,8.36,kW
24.08. 14:00,8.33,kW
24.08. 14:15,8.38,kW
24.08. 14:30,8.48,kW
24.08. 14:45,7.89,kW
24.08. 15:00,8.36,kW
24.08. 15:15,7.96,kW
24.08. 15:30,7.73,kW
24.08. 15:45,6.82,kW
24.08. 16:00,7.09,kW
24.08. 16:15,6.55,kW
24.08. 16:30,6.06,kW
24.08. 16:45,5.65,kW
24.08. 17:00,5.23,kW
24.08. 17:15,4.24,kW
24.08. 17:30,4.38,kW
24.08. 17:45,4.24,kW
24.08. 18:00,3.88,kW
24.08. 18:15,3.09,kW
24.08. 18:30,2.24,kW
24.08. 18:45,2.08,kW
24.08. 19:00,1.75,kW
24.08. 19:15,0.88,kW
24.08. 19:30,0.45,kW
24.08. 19:45,0.34,kW
24.08. 20:00,0.28,kW
24.08. 20:15,0.13,kW
24.08. 20:30,0.04,kW
24.08. 20:45,0.0,kW
24.08. 21:00,0.0,kW
24.08. 21:15,0.0,kW
24.08. 21:30,0.0,kW
24.08. 21:45,0.0,kW
24.08. 22:00,0.0,kW
24.08. 22:15,0.0,kW
24.08. 22:30,0.0,kW
24.08. 22:45,0.0,kW
24.08. 23:00,0.0,kW
24.08. 23:15,0.0,kW
24.08. 23:30,0.0,kW
24.08. 23:45,0.0,kW
25.08. 00:00,0.0,kW
25.08. 00:15,0.0,kW
25.08. 00:30,0.0,kW
25.08. 00:45,0.0,kW
25.08. 01:00,0.0,kW
25.08. 01:15,0.0,kW
25.08. 01:30,0.0,kW
25.08. 01:45,0.0,kW
25.08. 02:00,0.0,kW
25.08. 02:15,0.0,kW
25.08. 02:30,0.0,kW
25.08. 02:45,0.0,kW
25.08. 03:00,0.0,kW
25.08. 03:15,0.0,kW
25.08. 03:30,0.0,kW
25.08. 03:45,0.0,kW
25.08. 04:00,0.0,kW
25.08. 04:15,0.0,kW
25.08. 04:30,0.0,kW
25.08. 04:45,0.0,kW
25.08. 05:00,0.0,kW
25.08. 05:15,0.0,kW
25.08. 05:30,0.0,kW
25.08. 05:45,0.0,kW
25.08. 06:00,0.0,kW
25.08. 06:15,0.0,kW
25.08. 06:30,0.0,kW
25.08. 06:45,0.0,kW
25.08. 07:00,0.0,kW
25.08. 07:15,0.07,kW
25.08. 07:30,0.13,kW
25.08. 07:45,0.18,kW
25.08. 08:00,0.25,kW
25.08. 08:15,0.28,kW
25.08. 08:30,0.39,kW
25.08. 08:45,0.4,kW
25.08. 09:00,0.4,kW
25.08. 09:15,0.44,kW
25.08. 09:30,0.7,kW
25.08. 09:45,2.12,kW
25.08. 10:00,3.25,kW
25.08. 10:15,4.59,kW
25.08. 10:30,5.27,kW
25.08. 10:45,5.71,kW
25.08. 11:00,6.05,kW
25.08. 11:15,6.49,kW
25.08. 11:30,6.81,kW
25.08. 11:45,6.62,kW
25.08. 12:00,7.36,kW
25.08. 12:15,7.71,kW
25.08. 12:30,5.48,kW
25.08. 12:45,7.24,kW
25.08. 13:00,6.89,kW
25.08. 13:15,6.36,kW
25.08. 13:30,4.57,kW
25.08. 13:45,8.12,kW
25.08. 14:00,4.28,kW
25.08. 14:15,8.11,kW
25.08. 14:30,7.22,kW
25.08. 14:45,8.8,kW
25.08. 15:00,3.45,kW
25.08. 15:15,8.22,kW
25.08. 15:30,6.7,kW
25.08. 15:45,4.63,kW
25.08. 16:00,7.41,kW
25.08. 16:15,6.41,kW
25.08. 16:30,6.26,kW
25.08. 16:45,4.93,kW
25.08. 17:00,5.84,kW
25.08. 17:15,5.37,kW
25.08. 17:30,4.9,kW
25.08. 17:45,4.43,kW
25.08. 18:00,3.98,kW
25.08. 18:15,2.84,kW
25.08. 18:30,1.96,kW
25.08. 18:45,1.47,kW
25.08. 19:00,1.32,kW
25.08. 19:15,0.66,kW
25.08. 19:30,0.33,kW
25.08. 19:45,0.24,kW
25.08. 20:00,0.12,kW
25.08. 20:15,0.06,kW
25.08. 20:30,0.0,kW
25.08. 20:45,0.0,kW
25.08. 21:00,0.0,kW
25.08. 21:15,0.0,kW
25.08. 21:30,0.0,kW
25.08. 21:45,0.0,kW
25.08. 22:00,0.0,kW
25.08. 22:15,0.0,kW
25.08. 22:30,0.0,kW
25.08. 22:45,0.0,kW
25.08. 23:00,0.0,kW
25.08. 23:15,0.0,kW
25.08. 23:30,0.0,kW
25.08. 23:45,0.0,kW
26.08. 00:00,0.0,kW
26.08. 00:15,0.0,kW
26.08. 00:30,0.0,kW
26.08. 00:45,0.0,kW
26.08. 01:00,0.0,kW
26.08. 01:15,0.0,kW
26.08. 01:30,0.0,kW
26.08. 01:45,0.0,kW
26.08. 02:00,0.0,kW
26.08. 02:15,0.0,kW
26.08. 02:30,0.0,kW
26.08. 02:45,0.0,kW
26.08. 03:00,0.0,kW
26.08. 03:15,0.0,kW
26.08. 03:30,0.0,kW
26.08. 03:45,0.0,kW
26.08. 04:00,0.0,kW
26.08. 04:15,0.0,kW
26.08. 04:30,0.0,kW
26.08. 04:45,0.0,kW
26.08. 05:00,0.0,kW
26.08. 05:15,0.0,kW
26.08. 05:30,0.0,kW
26.08. 05:45,0.0,kW
26.08. 06:00,0.0,kW
26.08. 06:15,0.0,kW
26.08. 06:30,0.0,kW
26.08. 06:45,0.0,kW
26.08. 07:00,0.01,kW
26.08. 07:15,0.06,kW
26.08. 07:30,0.08,kW
26.08. 07:45,0.23,kW
26.08. 08:00,0.46,kW
26.08. 08:15,0.44,kW
26.08. 08:30,0.58,kW
26.08. 08:45,0.82,kW
26.08. 09:00,1.05,kW
26.08. 09:15,1.14,kW
26.08. 09:30,1.14,kW
26.08. 09:45,1.7,kW
26.08. 10:00,1.73,kW
26.08. 10:15,2.81,kW
26.08. 10:30,2.64,kW
26.08. 10:45,4.53,kW
26.08. 11:00,6.93,kW
26.08. 11:15,4.52,kW
26.08. 11:30,4.86,kW
26.08. 11:45,7.13,kW
26.08. 12:00,5.43,kW
26.08. 12:15,6.37,kW
26.08. 12:30,6.46,kW
26.08. 12:45,7.72,kW
26.08. 13:00,7.62,kW
26.08. 13:15,7.39,kW
26.08. 13:30,7.57,kW
26.08. 13:45,8.02,kW
26.08. 14:00,8.11,kW
26.08. 14:15,8.03,kW
26.08. 14:30,6.95,kW
26.08. 14:45,7.55,kW
26.08. 15:00,7.17,kW
26.08. 15:15,6.76,kW
26.08. 15:30,7.34,kW
26.08. 15:45,7.09,kW
26.08. 16:00,6.97,kW
26.08. 16:15,4.63,kW
26.08. 16:30,5.3,kW
26.08. 16:45,4.35,kW
26.08. 17:00,6.11,kW
26.08. 17:15,5.24,kW
26.08. 17:30,4.19,kW
26.08. 17:45,2.4,kW
26.08. 18:00,1.65,kW
26.08. 18:15,1.24,kW
26.08. 18:30,0.37,kW
26.08. 18:45,0.04,kW
26.08. 19:00,0.01,kW
26.08. 19:15,0.0,kW
26.08. 19:30,0.0,kW
26.08. 19:45,0.0,kW
26.08. 20:00,0.0,kW
26.08. 20:15,0.0,kW
26.08. 20:30,0.0,kW
26.08. 20:45,0.0,kW
26.08. 21:00,0.0,kW
26.08. 21:15,0.0,kW
26.08. 21:30,0.0,kW
26.08. 21:45,0.0,kW
26.08. 22:00,0.0,kW
26.08. 22:15,0.0,kW
26.08. 22:30,0.0,kW
26.08. 22:45,0.0,kW
26.08. 23:00,0.0,kW
26.08. 23:15,0.0,kW
26.08. 23:30,0.0,kW
26.08. 23:45,0.0,kW
27.08. 00:00,0.0,kW
27.08. 00:15,0.0,kW
27.08. 00:30,0.0,kW
27.08. 00:45,0.0,kW
27.08. 01:00,0.0,kW
27.08. 01:15,0.0,kW
27.08. 01:30,0.0,kW
27.08. 01:45,0.0,kW
27.08. 02:00,0.0,kW
27.08. 02:15,0.0,kW
27.08. 02:30,0.0,kW
27.08. 02:45,0.0,kW
27.08. 03:00,0.0,kW
27.08. 03:15,0.0,kW
27.08. 03:30,0.0,kW
27.08. 03:45,0.0,kW
27.08. 04:00,0.0,kW
27.08. 04:15,0.0,kW
27.08. 04:30,0.0,kW
27.08. 04:45,0.0,kW
27.08. 05:00,0.0,kW
27.08. 05:15,0.0,kW
27.08. 05:30,0.0,kW
27.08. 05:45,0.0,kW
27.08. 06:00,0.0,kW
27.08. 06:15,0.0,kW
27.08. 06:30,0.0,kW
27.08. 06:45,0.0,kW
27.08. 07:00,0.01,kW
27.08. 07:15,0.14,kW
27.08. 07:30,0.21,kW
27.08. 07:45,0.31,kW
27.08. 08:00,0.16,kW
27.08. 08:15,0.28,kW
27.08. 08:30,0.41,kW
27.08. 08:45,0.27,kW
27.08. 09:00,0.25,kW
27.08. 09:15,0.2,kW
27.08. 09:30,0.46,kW
27.08. 09:45,0.55,kW
27.08. 10:00,0.58,kW
27.08. 10:15,0.32,kW
27.08. 10:30,0.42,kW
27.08. 10:45,0.64,kW
27.08. 11:00,1.01,kW
27.08. 11:15,0.62,kW
27.08. 11:30,0.49,kW
27.08. 11:45,0.67,kW
27.08. 12:00,1.04,kW
27.08. 12:15,1.48,kW
27.08. 12:30,0.97,kW
27.08. 12:45,0.64,kW
27.08. 13:00,0.5,kW
27.08. 13:15,0.74,kW
27.08. 13:30,0.81,kW
27.08. 13:45,0.68,kW
27.08. 14:00,0.6,kW
27.08. 14:15,0.55,kW
27.08. 14:30,0.56,kW
27.08. 14:45,0.62,kW
27.08. 15:00,0.76,kW
27.08. 15:15,0.96,kW
27.08. 15:30,1.39,kW
27.08. 15:45,2.16,kW
27.08. 16:00,2.33,kW
27.08. 16:15,2.23,kW
27.08. 16:30,3.09,kW
27.08. 16:45,3.53,kW
27.08. 17:00,3.28,kW
27.08. 17:15,4.15,kW
27.08. 17:30,5.3,kW
27.08. 17:45,4.12,kW
27.08. 18:00,3.55,kW
27.08. 18:15,2.3,kW
27.08. 18:30,1.68,kW
27.08. 18:45,1.49,kW
27.08. 19:00,1.17,kW
27.08. 19:15,0.44,kW
27.08. 19:30,0.39,kW
27.08. 19:45,0.31,kW
27.08. 20:00,0.18,kW
27.08. 20:15,0.07,kW
27.08. 20:30,0.02,kW
27.08. 20:45,0.0,kW
27.08. 21:00,0.0,kW
27.08. 21:15,0.0,kW
27.08. 21:30,0.0,kW
27.08. 21:45,0.0,kW
27.08. 22:00,0.0,kW
27.08. 22:15,0.0,kW
27.08. 22:30,0.0,kW
27.08. 22:45,0.0,kW
27.08. 23:00,0.0,kW
27.08. 23:15,0.0,kW
27.08. 23:30,0.0,kW
27.08. 23:45,0.0,kW
28.08. 00:00,0.0,kW
28.08. 00:15,0.0,kW
28.08. 00:30,0.0,kW
28.08. 00:45,0.0,kW
28.08. 01:00,0.0,kW
28.08. 01:15,0.0,kW
28.08. 01:30,0.0,kW
28.08. 01:45,0.0,kW
28.08. 02:00,0.0,kW
28.08. 02:15,0.0,kW
28.08. 02:30,0.0,kW
28.08. 02:45,0.0,kW
28.08. 03:00,0.0,kW
28.08. 03:15,0.0,kW
28.08. 03:30,0.0,kW
28.08. 03:45,0.0,kW
28.08. 04:00,0.0,kW
28.08. 04:15,0.0,kW
28.08. 04:30,0.0,kW
28.08. 04:45,0.0,kW
28.08. 05:00,0.0,kW
28.08. 05:15,0.0,kW
28.08. 05:30,0.0,kW
28.08. 05:45,0.0,kW
28.08. 06:00,0.0,kW
28.08. 06:15,0.0,kW
28.08. 06:30,0.0,kW
28.08. 06:45,0.0,kW
28.08. 07:00,0.0,kW
28.08. 07:15,0.02,kW
28.08. 07:30,0.11,kW
28.08. 07:45,0.21,kW
28.08. 08:00,0.37,kW
28.08. 08:15,0.72,kW
28.08. 08:30,0.86,kW
28.08. 08:45,0.86,kW
28.08. 09:00,1.17,kW
28.08. 09:15,1.24,kW
28.08. 09:30,1.51,kW
28.08. 09:45,1.95,kW
28.08. 10:00,2.21,kW
28.08. 10:15,2.24,kW
28.08. 10:30,3.42,kW
28.08. 10:45,4.98,kW
28.08. 11:00,4.57,kW
28.08. 11:15,2.78,kW
28.08. 11:30,7.52,kW
28.08. 11:45,5.81,kW
28.08. 12:00,2.49,kW
28.08. 12:15,4.38,kW
28.08. 12:30,4.86,kW
28.08. 12:45,5.57,kW
28.08. 13:00,3.38,kW
28.08. 13:15,2.45,kW
28.08. 13:30,5.03,kW
28.08. 13:45,4.96,kW
28.08. 14:00,2.53,kW
28.08. 14:15,8.47,kW
28.08. 14:30,3.36,kW
28.08. 14:45,5.13,kW
28.08. 15:00,7.95,kW
28.08. 15:15,3.63,kW
28.08. 15:30,4.42,kW
28.08. 15:45,7.3,kW
28.08. 16:00,7.25,kW
28.08. 16:15,3.24,kW
28.08. 16:30,3.63,kW
28.08. 16:45,5.29,kW
28.08. 17:00,4.14,kW
28.08. 17:15,5.31,kW
28.08. 17:30,4.82,kW
28.08. 17:45,4.23,kW
28.08. 18:00,3.85,kW
28.08. 18:15,2.3,kW
28.08. 18:30,1.56,kW
28.08. 18:45,1.3,kW
28.08. 19:00,1.07,kW
28.08. 19:15,0.52,kW
28.08. 19:30,0.4,kW
28.08. 19:45,0.25,kW
28.08. 20:00,0.14,kW
28.08. 20:15,0.06,kW
28.08. 20:30,0.01,kW
28.08. 20:45,0.0,kW
28.08. 21:00,0.0,kW
28.08. 21:15,0.0,kW
28.08. 21:30,0.0,kW
28.08. 21:45,0.0,kW
28.08. 22:00,0.0,kW
28.08. 22:15,0.0,kW
28.08. 22:30,0.0,kW
28.08. 22:45,0.0,kW
28.08. 23:00,0.0,kW
28.08. 23:15,0.0,kW
28.08. 23:30,0.0,kW
28.08. 23:45,0.0,kW
29.08. 00:00,0.0,kW
29.08. 00:15,0.0,kW
29.08. 00:30,0.0,kW
29.08. 00:45,0.0,kW
29.08. 01:00,0.0,kW
29.08. 01:15,0.0,kW
29.08. 01:30,0.0,kW
29.08. 01:45,0.0,kW
29.08. 02:00,0.0,kW
29.08. 02:15,0.0,kW
29.08. 02:30,0.0,kW
29.08. 02:45,0.0,kW
29.08. 03:00,0.0,kW
29.08. 03:15,0.0,kW
29.08. 03:30,0.0,kW
29.08. 03:45,0.0,kW
29.08. 04:00,0.0,kW
29.08. 04:15,0.0,kW
29.08. 04:30,0.0,kW
29.08. 04:45,0.0,kW
29.08. 05:00,0.0,kW
29.08. 05:15,0.0,kW
29.08. 05:30,0.0,kW
29.08. 05:45,0.0,kW
29.08. 06:00,0.0,kW
29.08. 06:15,0.0,kW
29.08. 06:30,0.0,kW
29.08. 06:45,0.0,kW
29.08. 07:00,0.0,kW
29.08. 07:15,0.07,kW
29.08. 07:30,0.15,kW
29.08. 07:45,0.23,kW
29.08. 08:00,0.3,kW
29.08. 08:15,0.37,kW
29.08. 08:30,0.45,kW
29.08. 08:45,0.48,kW
29.08. 09:00,0.55,kW
29.08. 09:15,0.61,kW
29.08. 09:30,0.8,kW
29.08. 09:45,1.34,kW
29.08. 10:00,2.86,kW
29.08. 10:15,4.02,kW
29.08. 10:30,4.26,kW
29.08. 10:45,5.5,kW
29.08. 11:00,5.2,kW
29.08. 11:15,5.07,kW
29.08. 11:30,5.59,kW
29.08. 11:45,5.6,kW
29.08. 12:00,5.42,kW
29.08. 12:15,6.28,kW
29.08. 12:30,7.67,kW
29.08. 12:45,8.1,kW
29.08. 13:00,7.93,kW
29.08. 13:15,8.17,kW
29.08. 13:30,8.35,kW
29.08. 13:45,8.36,kW
29.08. 14:00,8.48,kW
29.08. 14:15,8.23,kW
29.08. 14:30,8.15,kW
29.08. 14:45,7.99,kW
29.08. 15:00,7.87,kW
29.08. 15:15,7.53,kW
29.08. 15:30,7.07,kW
29.08. 15:45,7.17,kW
29.08. 16:00,6.84,kW
29.08. 16:15,6.69,kW
29.08. 16:30,6.32,kW
29.08. 16:45,5.89,kW
29.08. 17:00,5.08,kW
29.08. 17:15,4.67,kW
29.08. 17:30,4.91,kW
29.08. 17:45,4.37,kW
29.08. 18:00,3.73,kW
29.08. 18:15,2.02,kW
29.08. 18:30,1.28,kW
29.08. 18:45,1.04,kW
29.08. 19:00,0.9,kW
29.08. 19:15,0.42,kW
29.08. 19:30,0.34,kW
29.08. 19:45,0.22,kW
29.08. 20:00,0.1,kW
29.08. 20:15,0.03,kW
29.08. 20:30,0.0,kW
29.08. 20:45,0.0,kW
29.08. 21:00,0.0,kW
29.08. 21:15,0.0,kW
29.08. 21:30,0.0,kW
29.08. 21:45,0.0,kW
29.08. 22:00,0.0,kW
29.08. 22:15,0.0,kW
29.08. 22:30,0.0,kW
29.08. 22:45,0.0,kW
29.08. 23:00,0.0,kW
29.08. 23:15,0.0,kW
29.08. 23:30,0.0,kW
29.08. 23:45,0.0,kW
30.08. 00:00,0.0,kW
30.08. 00:15,0.0,kW
30.08. 00:30,0.0,kW
30.08. 00:45,0.0,kW
30.08. 01:00,0.0,kW
30.08. 01:15,0.0,kW
30.08. 01:30,0.0,kW
30.08. 01:45,0.0,kW
30.08. 02:00,0.0,kW
30.08. 02:15,0.0,kW
30.08. 02:30,0.0,kW
30.08. 02:45,0.0,kW
30.08. 03:00,0.0,kW
30.08. 03:15,0.0,kW
30.08. 03:30,0.0,kW
30.08. 03:45,0.0,kW
30.08. 04:00,0.0,kW
30.08. 04:15,0.0,kW
30.08. 04:30,0.0,kW
30.08. 04:45,0.0,kW
30.08. 05:00,0.0,kW
30.08. 05:15,0.0,kW
30.08. 05:30,0.0,kW
30.08. 05:45,0.0,kW
30.08. 06:00,0.0,kW
30.08. 06:15,0.0,kW
30.08. 06:30,0.0,kW
30.08. 06:45,0.0,kW
30.08. 07:00,0.0,kW
30.08. 07:15,0.03,kW
30.08. 07:30,0.12,kW
30.08. 07:45,0.28,kW
30.08. 08:00,0.28,kW
30.08. 08:15,0.31,kW
30.08. 08:30,0.0,kW
30.08. 08:45,0.0,kW
30.08. 09:00,0.0,kW
30.08. 09:15,0.0,kW
30.08. 09:30,0.0,kW
30.08. 09:45,0.0,kW
30.08. 10:00,0.0,kW
30.08. 10:15,0.0,kW
30.08. 10:30,0.0,kW
30.08. 10:45,0.0,kW
30.08. 11:00,0.0,kW
30.08. 11:15,0.0,kW
30.08. 11:30,0.0,kW
30.08. 11:45,0.54,kW
30.08. 12:00,5.85,kW
30.08. 12:15,5.34,kW
30.08. 12:30,7.42,kW
30.08. 12:45,5.1,kW
30.08. 13:00,6.41,kW
30.08. 13:15,6.87,kW
30.08. 13:30,3.63,kW
30.08. 13:45,3.48,kW
30.08. 14:00,4.98,kW
30.08. 14:15,7.95,kW
30.08. 14:30,8.51,kW
30.08. 14:45,8.02,kW
30.08. 15:00,6.11,kW
30.08. 15:15,7.36,kW
30.08. 15:30,7.03,kW
30.08. 15:45,7.22,kW
30.08. 16:00,5.18,kW
30.08. 16:15,6.02,kW
30.08. 16:30,6.17,kW
30.08. 16:45,5.12,kW
30.08. 17:00,3.85,kW
30.08. 17:15,5.16,kW
30.08. 17:30,3.9,kW
30.08. 17:45,2.04,kW
30.08. 18:00,3.81,kW
30.08. 18:15,1.84,kW
30.08. 18:30,1.36,kW
30.08. 18:45,0.85,kW
30.08. 19:00,0.33,kW
30.08. 19:15,0.38,kW
30.08. 19:30,0.3,kW
30.08. 19:45,0.22,kW
30.08. 20:00,0.11,kW
30.08. 20:15,0.03,kW
30.08. 20:30,0.0,kW
30.08. 20:45,0.0,kW
30.08. 21:00,0.0,kW
30.08. 21:15,0.0,kW
30.08. 21:30,0.0,kW
30.08. 21:45,0.0,kW
30.08. 22:00,0.0,kW
30.08. 22:15,0.0,kW
30.08. 22:30,0.0,kW
30.08. 22:45,0.0,kW
30.08. 23:00,0.0,kW
30.08. 23:15,0.0,kW
30.08. 23:30,0.0,kW
30.08. 23:45,0.0,kW
31.08. 00:00,0.0,kW
31.08. 00:15,0.0,kW
31.08. 00:30,0.0,kW
31.08. 00:45,0.0,kW
31.08. 01:00,0.0,kW
31.08. 01:15,0.0,kW
31.08. 01:30,0.0,kW
31.08. 01:45,0.0,kW
31.08. 02:00,0.0,kW
31.08. 02:15,0.0,kW
31.08. 02:30,0.0,kW
31.08. 02:45,0.0,kW
31.08. 03:00,0.0,kW
31.08. 03:15,0.0,kW
31.08. 03:30,0.0,kW
31.08. 03:45,0.0,kW
31.08. 04:00,0.0,kW
31.08. 04:15,0.0,kW
31.08. 04:30,0.0,kW
31.08. 04:45,0.0,kW
31.08. 05:00,0.0,kW
31.08. 05:15,0.0,kW
31.08. 05:30,0.0,kW
31.08. 05:45,0.0,kW
31.08. 06:00,0.0,kW
31.08. 06:15,0.0,kW
31.08. 06:30,0.0,kW
31.08. 06:45,0.0,kW
31.08. 07:00,0.0,kW
31.08. 07:15,0.0,kW
31.08. 07:30,0.0,kW
31.08. 07:45,0.0,kW
31.08. 08:00,0.04,kW
31.08. 08:15,0.17,kW
31.08. 08:30,0.35,kW
31.08. 08:45,0.39,kW
31.08. 09:00,0.59,kW
31.08. 09:15,0.71,kW
31.08. 09:30,0.66,kW
31.08. 09:45,0.5,kW
31.08. 10:00,0.74,kW
31.08. 10:15,1.11,kW
31.08. 10:30,1.23,kW
31.08. 10:45,1.5,kW
31.08. 11:00,0.94,kW
31.08. 11:15,0.54,kW
31.08. 11:30,0.28,kW
31.08. 11:45,0.41,kW
31.08. 12:00,0.72,kW
31.08. 12:15,0.98,kW
31.08. 12:30,1.61,kW
31.08. 12:45,2.71,kW
31.08. 13:00,2.2,kW
31.08. 13:15,2.53,kW
31.08. 13:30,3.02,kW
31.08. 13:45,2.03,kW
31.08. 14:00,1.64,kW
31.08. 14:15,1.76,kW
31.08. 14:30,2.0,kW
31.08. 14:45,2.3,kW
31.08. 15:00,2.91,kW
31.08. 15:15,3.37,kW
31.08. 15:30,3.69,kW
31.08. 15:45,3.59,kW
31.08. 16:00,4.12,kW
31.08. 16:15,3.09,kW
31.08. 16:30,2.44,kW
31.08. 16:45,2.14,kW
31.08. 17:00,2.1,kW
31.08. 17:15,2.28,kW
31.08. 17:30,2.55,kW
31.08. 17:45,2.23,kW
31.08. 18:00,1.43,kW
31.08. 18:15,1.33,kW
31.08. 18:30,1.25,kW
31.08. 18:45,0.92,kW
31.08. 19:00,0.5,kW
31.08. 19:15,0.51,kW
31.08. 19:30,0.24,kW
31.08. 19:45,0.11,kW
31.08. 20:00,0.05,kW
31.08. 20:15,0.0,kW
31.08. 20:30,0.0,kW
31.08. 20:45,0.0,kW
31.08. 21:00,0.0,kW
31.08. 21:15,0.0,kW
31.08. 21:30,0.0,kW
31.08. 21:45,0.0,kW
31.08. 22:00,0.0,kW
31.08. 22:15,0.0,kW
31.08. 22:30,0.0,kW
31.08. 22:45,0.0,kW
31.08. 23:00,0.0,kW
31.08. 23:15,0.0,kW
31.08. 23:30,0.0,kW
31.08. 23:45,0.0,kW
01.09. 00:00,0.0,kW
01.09. 00:15,0.0,kW
01.09. 00:30,0.0,kW
01.09. 00:45,0.0,kW
01.09. 01:00,0.0,kW
01.09. 01:15,0.0,kW
01.09. 01:30,0.0,kW
01.09. 01:45,0.0,kW
01.09. 02:00,0.0,kW
01.09. 02:15,0.0,kW
01.09. 02:30,0.0,kW
01.09. 02:45,0.0,kW
01.09. 03:00,0.0,kW
01.09. 03:15,0.0,kW
01.09. 03:30,0.0,kW
01.09. 03:45,0.0,kW
01.09. 04:00,0.0,kW
01.09. 04:15,0.0,kW
01.09. 04:30,0.0,kW
01.09. 04:45,0.0,kW
01.09. 05:00,0.0,kW
01.09. 05:15,0.0,kW
01.09. 05:30,0.0,kW
01.09. 05:45,0.0,kW
01.09. 06:00,0.0,kW
01.09. 06:15,0.0,kW
01.09. 06:30,0.0,kW
01.09. 06:45,0.0,kW
01.09. 07:00,0.0,kW
01.09. 07:15,0.04,kW
01.09. 07:30,0.13,kW
01.09. 07:45,0.22,kW
01.09. 08:00,0.31,kW
01.09. 08:15,0.38,kW
01.09. 08:30,0.47,kW
01.09. 08:45,0.6,kW
01.09. 09:00,0.67,kW
01.09. 09:15,0.7,kW
01.09. 09:30,0.74,kW
01.09. 09:45,1.15,kW
01.09. 10:00,2.59,kW
01.09. 10:15,4.11,kW
01.09. 10:30,4.96,kW
01.09. 10:45,5.42,kW
01.09. 11:00,6.09,kW
01.09. 11:15,4.97,kW
01.09. 11:30,6.38,kW
01.09. 11:45,3.04,kW
01.09. 12:00,5.49,kW
01.09. 12:15,2.2,kW
01.09. 12:30,2.64,kW
01.09. 12:45,5.68,kW
01.09. 13:00,3.59,kW
01.09. 13:15,5.49,kW
01.09. 13:30,3.34,kW
01.09. 13:45,5.59,kW
01.09. 14:00,2.33,kW
01.09. 14:15,5.19,kW
01.09. 14:30,9.16,kW
01.09. 14:45,9.12,kW
01.09. 15:00,7.08,kW
01.09. 15:15,8.46,kW
01.09. 15:30,8.55,kW
01.09. 15:45,4.39,kW
01.09. 16:00,6.51,kW
01.09. 16:15,6.85,kW
01.09. 16:30,6.56,kW
01.09. 16:45,5.14,kW
01.09. 17:00,5.13,kW
01.09. 17:15,5.02,kW
01.09. 17:30,4.79,kW
01.09. 17:45,3.92,kW
01.09. 18:00,3.48,kW
01.09. 18:15,1.16,kW
01.09. 18:30,0.84,kW
01.09. 18:45,0.74,kW
01.09. 19:00,0.63,kW
01.09. 19:15,0.44,kW
01.09. 19:30,0.3,kW
01.09. 19:45,0.18,kW
01.09. 20:00,0.08,kW
01.09. 20:15,0.02,kW
01.09. 20:30,0.0,kW
01.09. 20:45,0.0,kW
01.09. 21:00,0.0,kW
01.09. 21:15,0.0,kW
01.09. 21:30,0.0,kW
01.09. 21:45,0.0,kW
01.09. 22:00,0.0,kW
01.09. 22:15,0.0,kW
01.09. 22:30,0.0,kW
01.09. 22:45,0.0,kW
01.09. 23:00,0.0,kW
01.09. 23:15,0.0,kW
01.09. 23:30,0.0,kW
01.09. 23:45,0.0,kW
02.09. 00:00,0.0,kW
02.09. 00:15,0.0,kW
02.09. 00:30,0.0,kW
02.09. 00:45,0.0,kW
02.09. 01:00,0.0,kW
02.09. 01:15,0.0,kW
02.09. 01:30,0.0,kW
02.09. 01:45,0.0,kW
02.09. 02:00,0.0,kW
02.09. 02:15,0.0,kW
02.09. 02:30,0.0,kW
02.09. 02:45,0.0,kW
02.09. 03:00,0.0,kW
02.09. 03:15,0.0,kW
02.09. 03:30,0.0,kW
02.09. 03:45,0.0,kW
02.09. 04:00,0.0,kW
02.09. 04:15,0.0,kW
02.09. 04:30,0.0,kW
02.09. 04:45,0.0,kW
02.09. 05:00,0.0,kW
02.09. 05:15,0.0,kW
02.09. 05:30,0.0,kW
02.09. 05:45,0.0,kW
02.09. 06:00,0.0,kW
02.09. 06:15,0.0,kW
02.09. 06:30,0.0,kW
02.09. 06:45,0.0,kW
02.09. 07:00,0.0,kW
02.09. 07:15,0.02,kW
02.09. 07:30,0.1,kW
02.09. 07:45,0.15,kW
02.09. 08:00,0.21,kW
02.09. 08:15,0.24,kW
02.09. 08:30,0.29,kW
02.09. 08:45,0.32,kW
02.09. 09:00,0.34,kW
